Year,psa_rate_per_100k_pop,lga_rate_per_100_pop,incidents_recorded,LGA,division_code,division_desc,subdivision_code,subdivision_desc,subgroup_code,subgroup_desc,police_region
2021,797.465874208,797.465874208,1221,Melbourne,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,1 North West Metro
2021,1720.984912808,1720.984912808,2635,Melbourne,B,Property and deception offences,B40,Theft,B49,Other theft,1 North West Metro
2021,27.571603454,27.571603454,50,Melton,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,1 North West Metro
2021,2.757160345,2.757160345,5,Melton,B,Property and deception offences,B10,Arson,B19,Other fire related offences,1 North West Metro
2021,421.29410078,421.29410078,764,Melton,B,Property and deception offences,B20,Property damage,B21,Criminal damage,1 North West Metro
2021,7.168616898,7.168616898,13,Melton,B,Property and deception offences,B20,Property damage,B22,Graffiti,1 North West Metro
2021,3.860024484,3.860024484,7,Melton,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,1 North West Metro
2021,56.246071047,56.246071047,102,Melton,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,1 North West Metro
2021,287.847540062,287.847540062,522,Melton,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,1 North West Metro
2021,1.102864138,1.102864138,2,Melton,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,1 North West Metro
2021,151.092386929,151.092386929,274,Melton,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,1 North West Metro
2021,609.883868406,609.883868406,1106,Melton,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,1 North West Metro
2021,28.674467592,28.674467592,52,Melton,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,1 North West Metro
2021,660.615618762,660.615618762,1198,Melton,B,Property and deception offences,B40,Theft,B49,Other theft,1 North West Metro
2021,17.867435159,17.867435159,31,Merri-bek,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,1 North West Metro
2021,401.729106628,401.729106628,697,Merri-bek,B,Property and deception offences,B20,Property damage,B21,Criminal damage,1 North West Metro
2021,45.53314121,45.53314121,79,Merri-bek,B,Property and deception offences,B20,Property damage,B22,Graffiti,1 North West Metro
2021,4.034582133,4.034582133,7,Merri-bek,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,1 North West Metro
2021,62.824207493,62.824207493,109,Merri-bek,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,1 North West Metro
2021,298.55907781,298.55907781,518,Merri-bek,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,1 North West Metro
2021,258.213256484,258.213256484,448,Merri-bek,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,1 North West Metro
2021,1005.763688761,1005.763688761,1745,Merri-bek,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,1 North West Metro
2021,218.443804035,218.443804035,379,Merri-bek,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,1 North West Metro
2021,552.737752161,552.737752161,959,Merri-bek,B,Property and deception offences,B40,Theft,B49,Other theft,1 North West Metro
2021,59.684724221,59.684724221,34,Mildura,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,12.288031457,12.288031457,7,Mildura,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2021,777.656847944,777.656847944,443,Mildura,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,50.907558895,50.907558895,29,Mildura,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2021,1.755433065,1.755433065,1,Mildura,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2021,156.233542815,156.233542815,89,Mildura,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2021,445.879998596,445.879998596,254,Mildura,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,251.026928343,251.026928343,143,Mildura,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,461.678896184,461.678896184,263,Mildura,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,140.434645227,140.434645227,80,Mildura,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2021,605.624407541,605.624407541,345,Mildura,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2021,24.557956778,30.173801094,15,Mitchell,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,2 Eastern
2021,13.097576948,16.092693917,8,Mitchell,B,Property and deception offences,B10,Arson,B19,Other fire related offences,2 Eastern
2021,419.122462344,514.966205343,256,Mitchell,B,Property and deception offences,B20,Property damage,B21,Criminal damage,2 Eastern
2021,13.097576948,16.092693917,8,Mitchell,B,Property and deception offences,B20,Property damage,B22,Graffiti,2 Eastern
2021,1.637197119,2.01158674,1,Mitchell,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,2 Eastern
2021,14.734774067,18.104280657,9,Mitchell,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,2 Eastern
2021,147.347740668,181.042806566,90,Mitchell,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,2 Eastern
2021,1.637197119,2.01158674,1,Mitchell,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,2 Eastern
2021,80.222658808,98.567750241,49,Mitchell,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,2 Eastern
2021,163.719711853,201.158673962,100,Mitchell,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,2 Eastern
2021,26.195153897,32.185387834,16,Mitchell,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,2 Eastern
2021,281.597904388,345.992919215,172,Mitchell,B,Property and deception offences,B40,Theft,B49,Other theft,2 Eastern
2021,6.548788474,35.186488388,4,Strathbogie,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,2 Eastern
2021,1.637197119,8.796622097,1,Strathbogie,B,Property and deception offences,B10,Arson,B19,Other fire related offences,2 Eastern
2021,54.027504912,290.288529205,33,Strathbogie,B,Property and deception offences,B20,Property damage,B21,Criminal damage,2 Eastern
2021,3.274394237,17.593244194,2,Strathbogie,B,Property and deception offences,B20,Property damage,B22,Graffiti,2 Eastern
2021,1.637197119,8.796622097,1,Strathbogie,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,2 Eastern
2021,3.274394237,17.593244194,2,Strathbogie,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,2 Eastern
2021,19.646365422,105.559465165,12,Strathbogie,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,2 Eastern
2021,14.734774067,79.169598874,9,Strathbogie,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,2 Eastern
2021,26.195153897,140.745953554,16,Strathbogie,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,2 Eastern
2021,8.185985593,43.983110486,5,Strathbogie,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,2 Eastern
2021,104.780615586,562.983814215,64,Strathbogie,B,Property and deception offences,B40,Theft,B49,Other theft,2 Eastern
2021,10.368442608,10.368442608,20,Monash,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,2 Eastern
2021,282.54006107,282.54006107,545,Monash,B,Property and deception offences,B20,Property damage,B21,Criminal damage,2 Eastern
2021,22.292151607,22.292151607,43,Monash,B,Property and deception offences,B20,Property damage,B22,Graffiti,2 Eastern
2021,2.073688522,2.073688522,4,Monash,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,2 Eastern
2021,22.810573738,22.810573738,44,Monash,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,2 Eastern
2021,301.203257765,301.203257765,581,Monash,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,2 Eastern
2021,1.555266391,1.555266391,3,Monash,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,2 Eastern
2021,138.937130948,138.937130948,268,Monash,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,2 Eastern
2021,806.664834908,806.664834908,1556,Monash,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,2 Eastern
2021,82.429118734,82.429118734,159,Monash,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,2 Eastern
2021,371.190245369,371.190245369,716,Monash,B,Property and deception offences,B40,Theft,B49,Other theft,2 Eastern
2021,16.266775112,16.266775112,20,Moonee Valley,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,1 North West Metro
2021,355.429036194,355.429036194,437,Moonee Valley,B,Property and deception offences,B20,Property damage,B21,Criminal damage,1 North West Metro
2021,41.480276535,41.480276535,51,Moonee Valley,B,Property and deception offences,B20,Property damage,B22,Graffiti,1 North West Metro
2021,7.3200488,7.3200488,9,Moonee Valley,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,1 North West Metro
2021,30.906872712,30.906872712,38,Moonee Valley,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,1 North West Metro
2021,162.667751118,162.667751118,200,Moonee Valley,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,1 North West Metro
2021,0.813338756,0.813338756,1,Moonee Valley,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,1 North West Metro
2021,182.187881253,182.187881253,224,Moonee Valley,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,1 North West Metro
2021,1001.220008133,1001.220008133,1231,Moonee Valley,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,1 North West Metro
2021,139.894265962,139.894265962,172,Moonee Valley,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,1 North West Metro
2021,522.976819845,522.976819845,643,Moonee Valley,B,Property and deception offences,B40,Theft,B49,Other theft,1 North West Metro
2021,12.612408087,40.173549735,10,Golden Plains,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,5.044963235,16.069419894,4,Golden Plains,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2021,55.494595583,176.763618833,44,Golden Plains,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,1.261240809,4.017354973,1,Golden Plains,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2021,45.404669113,144.624779045,36,Golden Plains,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,17.657371322,56.242969629,14,Golden Plains,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,61.800799627,196.850393701,49,Golden Plains,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,2.522481617,8.034709947,2,Golden Plains,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2021,98.376783079,313.353687932,78,Golden Plains,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2021,8.828685661,42.462845011,7,Hepburn,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,6.306204044,30.330603579,5,Hepburn,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2021,59.278318009,285.107673643,47,Hepburn,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,11.351167278,54.595086442,9,Hepburn,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2021,6.306204044,30.330603579,5,Hepburn,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2021,41.620946687,200.181983621,33,Hepburn,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,22.702334557,109.190172884,18,Hepburn,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,52.972113966,254.777070064,42,Hepburn,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,5.044963235,24.264482863,4,Hepburn,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2021,61.800799627,297.239915074,49,Hepburn,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2021,21.441093748,44.843049327,17,Moorabool,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,2.522481617,5.275652862,2,Moorabool,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2021,198.014806967,414.13874967,157,Moorabool,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,6.306204044,13.189132155,5,Moorabool,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2021,1.261240809,2.637826431,1,Moorabool,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2021,20.179852939,42.205222896,16,Moorabool,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2021,117.29539521,245.317858085,93,Moorabool,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,78.19693014,163.545238723,62,Moorabool,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,200.537288585,419.414402532,159,Moorabool,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,17.657371322,36.929570034,14,Moorabool,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2021,174.051231602,364.020047481,138,Moorabool,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2021,26.402252992,26.402252992,45,Mornington Peninsula,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,3 Southern Metro
2021,0.586716733,0.586716733,1,Mornington Peninsula,B,Property and deception offences,B10,Arson,B19,Other fire related offences,3 Southern Metro
2021,348.509739498,348.509739498,594,Mornington Peninsula,B,Property and deception offences,B20,Property damage,B21,Criminal damage,3 Southern Metro
2021,42.830321521,42.830321521,73,Mornington Peninsula,B,Property and deception offences,B20,Property damage,B22,Graffiti,3 Southern Metro
2021,2.346866933,2.346866933,4,Mornington Peninsula,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,3 Southern Metro
2021,36.963154189,36.963154189,63,Mornington Peninsula,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,3 Southern Metro
2021,290.424782915,290.424782915,495,Mornington Peninsula,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,3 Southern Metro
2021,2.346866933,2.346866933,4,Mornington Peninsula,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,3 Southern Metro
2021,69.232574513,69.232574513,118,Mornington Peninsula,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,3 Southern Metro
2021,273.996714386,273.996714386,467,Mornington Peninsula,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,3 Southern Metro
2021,56.324806383,56.324806383,96,Mornington Peninsula,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,3 Southern Metro
2021,273.996714386,273.996714386,467,Mornington Peninsula,B,Property and deception offences,B40,Theft,B49,Other theft,3 Southern Metro
2021,19.852430268,50.731377357,6,Ararat,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,6.617476756,16.910459119,2,Ararat,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2021,393.739866989,1006.172317578,119,Ararat,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,13.234953512,33.820918238,4,Ararat,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2021,6.617476756,16.910459119,2,Ararat,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2021,13.234953512,33.820918238,4,Ararat,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2021,99.262151342,253.656886784,30,Ararat,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,52.939814049,135.283672952,16,Ararat,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,102.57088972,262.112116344,31,Ararat,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,29.778645403,76.097066035,9,Ararat,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2021,238.22916322,608.776528283,72,Ararat,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2021,13.234953512,33.653037187,4,Northern Grampians,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,43.013598915,109.372370856,13,Northern Grampians,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2021,228.302948086,580.514891469,69,Northern Grampians,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,9.926215134,25.23977789,3,Northern Grampians,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2021,16.54369189,42.066296483,5,Northern Grampians,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2021,102.57088972,260.811038196,31,Northern Grampians,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,23.161168646,58.892815077,7,Northern Grampians,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,39.704860537,100.95911156,12,Northern Grampians,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,3.308738378,8.413259297,1,Northern Grampians,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2021,172.054395659,437.489483426,52,Northern Grampians,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2021,9.926215134,46.082949309,3,Yarriambiack,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,3.308738378,15.360983103,1,Yarriambiack,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2021,119.11458161,552.995391705,36,Yarriambiack,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,13.234953512,61.443932412,4,Yarriambiack,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2021,3.308738378,15.360983103,1,Yarriambiack,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2021,39.704860537,184.331797235,12,Yarriambiack,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,9.926215134,46.082949309,3,Yarriambiack,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,16.54369189,76.804915515,5,Yarriambiack,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,76.100982695,353.302611367,23,Yarriambiack,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2021,29.002880953,29.002880953,30,Port Phillip,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,3 Southern Metro
2021,0.966762698,0.966762698,1,Port Phillip,B,Property and deception offences,B10,Arson,B19,Other fire related offences,3 Southern Metro
2021,587.791720644,587.791720644,608,Port Phillip,B,Property and deception offences,B20,Property damage,B21,Criminal damage,3 Southern Metro
2021,65.739863493,65.739863493,68,Port Phillip,B,Property and deception offences,B20,Property damage,B22,Graffiti,3 Southern Metro
2021,5.800576191,5.800576191,6,Port Phillip,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,3 Southern Metro
2021,67.67338889,67.67338889,70,Port Phillip,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,3 Southern Metro
2021,461.14580715,461.14580715,477,Port Phillip,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,3 Southern Metro
2021,2.900288095,2.900288095,3,Port Phillip,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,3 Southern Metro
2021,373.170401593,373.170401593,386,Port Phillip,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,3 Southern Metro
2021,1666.69889209,1666.69889209,1724,Port Phillip,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,3 Southern Metro
2021,555.888551596,555.888551596,575,Port Phillip,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,3 Southern Metro
2021,973.530037317,973.530037317,1007,Port Phillip,B,Property and deception offences,B40,Theft,B49,Other theft,3 Southern Metro
2021,37.941803111,37.941803111,26,Greater Shepparton,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,2 Eastern
2021,17.511601436,17.511601436,12,Greater Shepparton,B,Property and deception offences,B10,Arson,B19,Other fire related offences,2 Eastern
2021,910.603274669,910.603274669,624,Greater Shepparton,B,Property and deception offences,B20,Property damage,B21,Criminal damage,2 Eastern
2021,46.697603829,46.697603829,32,Greater Shepparton,B,Property and deception offences,B20,Property damage,B22,Graffiti,2 Eastern
2021,2.918600239,2.918600239,2,Greater Shepparton,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,2 Eastern
2021,78.802206462,78.802206462,54,Greater Shepparton,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,2 Eastern
2021,354.609929078,354.609929078,243,Greater Shepparton,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,2 Eastern
2021,7.296500598,7.296500598,5,Greater Shepparton,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,2 Eastern
2021,204.302016753,204.302016753,140,Greater Shepparton,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,2 Eastern
2021,750.080261507,750.080261507,514,Greater Shepparton,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,2 Eastern
2021,161.982313283,161.982313283,111,Greater Shepparton,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,2 Eastern
2021,522.429442839,522.429442839,358,Greater Shepparton,B,Property and deception offences,B40,Theft,B49,Other theft,2 Eastern
2021,10.943912449,19.942167714,4,Glenelg,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,402.18878249,732.874663476,147,Glenelg,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,71.135430917,129.624090139,26,Glenelg,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2021,10.943912449,19.942167714,4,Glenelg,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2021,13.679890561,24.927709642,5,Glenelg,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2021,84.815321477,154.551799781,31,Glenelg,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,57.455540356,104.696380497,21,Glenelg,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,101.23119015,184.465051351,37,Glenelg,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,10.943912449,19.942167714,4,Glenelg,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2021,243.502051984,443.713231628,89,Glenelg,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2021,2.735978112,6.063545962,1,Southern Grampians,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,5.471956224,12.127091923,2,Southern Grampians,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2021,210.670314637,466.893039049,77,Southern Grampians,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,2.735978112,6.063545962,1,Southern Grampians,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2021,51.983584131,115.207373272,19,Southern Grampians,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,32.831737346,72.76255154,12,Southern Grampians,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,103.967168263,230.414746544,38,Southern Grampians,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,10.943912449,24.254183847,4,Southern Grampians,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2021,150.47879617,333.495027892,55,Southern Grampians,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2021,12.242207364,12.242207364,13,Stonnington,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,3 Southern Metro
2021,549.01591487,549.01591487,583,Stonnington,B,Property and deception offences,B20,Property damage,B21,Criminal damage,3 Southern Metro
2021,69.68641115,69.68641115,74,Stonnington,B,Property and deception offences,B20,Property damage,B22,Graffiti,3 Southern Metro
2021,8.475374329,8.475374329,9,Stonnington,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,3 Southern Metro
2021,100.76278369,100.76278369,107,Stonnington,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,3 Southern Metro
2021,435.069215557,435.069215557,462,Stonnington,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,3 Southern Metro
2021,0.941708259,0.941708259,1,Stonnington,B,Property and deception offences,B30,Burglary/Break and enter,B329,Unknown non-aggravated burglary,3 Southern Metro
2021,231.66023166,231.66023166,246,Stonnington,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,3 Southern Metro
2021,1182.785573029,1182.785573029,1256,Stonnington,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,3 Southern Metro
2021,299.463226292,299.463226292,318,Stonnington,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,3 Southern Metro
2021,862.604765044,862.604765044,916,Stonnington,B,Property and deception offences,B40,Theft,B49,Other theft,3 Southern Metro
2021,10.007171806,26.894975122,6,Colac-Otway,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,5.003585903,13.447487561,3,Colac-Otway,B,Property and deception offences,B10,Arson,B19,Other fire related offences,4 Western
2021,180.129092516,484.109552199,108,Colac-Otway,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,5.003585903,13.447487561,3,Colac-Otway,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2021,1.667861968,4.482495854,1,Colac-Otway,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2021,11.675033774,31.377470976,7,Colac-Otway,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2021,101.739580032,273.432247075,61,Colac-Otway,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,26.685791484,71.719933659,16,Colac-Otway,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,86.728822323,233.089784392,52,Colac-Otway,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,25.017929516,67.237437805,15,Colac-Otway,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2021,155.111163,416.872114393,93,Colac-Otway,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
2021,15.01075771,23.905652359,9,Surf Coast,B,Property and deception offences,B10,Arson,B11,Cause damage by fire,4 Western
2021,211.818469903,337.335316617,127,Surf Coast,B,Property and deception offences,B20,Property damage,B21,Criminal damage,4 Western
2021,15.01075771,23.905652359,9,Surf Coast,B,Property and deception offences,B20,Property damage,B22,Graffiti,4 Western
2021,3.335723935,5.312367191,2,Surf Coast,B,Property and deception offences,B20,Property damage,B29,Other property damage offences,4 Western
2021,15.01075771,23.905652359,9,Surf Coast,B,Property and deception offences,B30,Burglary/Break and enter,B311,Residential aggravated burglary,4 Western
2021,93.400270194,148.746281343,56,Surf Coast,B,Property and deception offences,B30,Burglary/Break and enter,B321,Residential non-aggravated burglary,4 Western
2021,36.69296329,58.436039099,22,Surf Coast,B,Property and deception offences,B40,Theft,B41,Motor vehicle theft,4 Western
2021,165.118334807,262.962175946,99,Surf Coast,B,Property and deception offences,B40,Theft,B42,Steal from a motor vehicle,4 Western
2021,31.689377387,50.467488313,19,Surf Coast,B,Property and deception offences,B40,Theft,B44,Theft of a bicycle,4 Western
2021,211.818469903,337.335316617,127,Surf Coast,B,Property and deception offences,B40,Theft,B49,Other theft,4 Western
